lang	clemma	op	synset	verdict	reason	n_occurrences
eng	continue	=	00597758-a	BAD	verb tagged to adjective continued, unconfirmed	1
eng	contributor	=	02308741-v	BAD	contributor is a noun, not verb contribute	1
eng	contributor	=	09815790-n	GOOD	matches helper/supporter sense	1
eng	contributor	~	10481268-n	GOOD	open-source contributors = programmers, per comment	1
eng	control	=	06133018-n	BAD	control file label not logic concept	1
eng	convenience	=	02459173-v	BAD	convenience (noun) not verb house/put up	1
eng	convert	=	00126264-v	GOOD	convert = alter/change, direct synonym	1
eng	copper	~	06686467-n	GOOD	copper one's bets relates to safety net	1
eng	core	<	02995345-n	GOOD	processor core is part of CPU	1
eng	craft	=	00933420-n	GOOD	crafts relate to artistic creation	1
eng	craft	=	00935005-n	GOOD	matches arts and crafts MWE	1
eng	crater	=	09304750-n	BAD	crater is hyponym of hole, not synonym	1
eng	creative	~	05633860-n	GOOD	creative relates to resourcefulness/imagination	1
eng	cross	=	00787049-v	BAD	"Bare ""cross"" lacks cross-examine sense; needs cross-question"	1
eng	cross-border	=	01038102-a	BAD	Cross-border means opposite of domestic	1
eng	crowd	=	00559690-a	BAD	"Crowd not adjective; should be ""crowded"""	1
eng	cultivate	=	01833643-a	BAD	"Verb ""cultivate"" not adjective ""cultivated"""	1
eng	cycle	=	00451370-n	BAD	"Cycle is vehicle, not the sport ""cycling"""	5
eng	cyclo	<	03599486-n	GOOD	Cyclo is lexicalized pedicab, fits rickshaw type	1
eng	dare	=	00066146-a	BAD	"Verb ""dare"" not adjective ""daring"""	1
eng	dash	=	00971933-a	BAD	"Noun/verb ""dash"" not adjective ""dashing"""	1
eng	de-industrialization	=	00923802-n	BAD	Opposite meaning of industrialization, not synonym	2
eng	dead-ends	=	14015361-n	GOOD	Dead ends matches impasse/stalemate sense	1
eng	declaration	=	00908492-n	BAD	"Code ""declarations"" not general act of creation"	1
eng	delicately	=	02227344-a	BAD	Adverb vs adjective synset mismatch	1
eng	deliver	=	02232190-v	GOOD	Deliver fits transfer/move sense	1
eng	department	=	03176763-n	BAD	"Bare ""department"" not ""department store"""	1
eng	deploy	=	01158872-v	GOOD	Deploy fits put-into-service/use sense	1
eng	deploy	~	01755816-v	GOOD	Deploy a policy fits carry-out/perform sense	1
eng	developer	<	06898352-n	BAD	Developer is a person, not a programming language	2
eng	developer	<	10010062-n	BAD	Wrong sense; comment flags software not real-estate	1
eng	developer	<	10481268-n	BAD	Should be synonym not hyponym of programmer	2
eng	developer	=	09614315-n	GOOD	Developer fits general creator sense	4
eng	developer	=	10434725-n	BAD	Developer not synonymous with pioneer/innovator	2
eng	developer	=	10481268-n	GOOD	Direct synonym of programmer, well attested	13
eng	developer	~	00250259-n	GOOD	Developer plausibly related to development act	1
eng	developer	~	10434725-n	BAD	Context is routine dev/tester, not pioneering	1
eng	did	=	01712704-v	GOOD	Inflected form of do/execute/perform	1
eng	different_from	=	01410363-a	GOOD	Matches different/unlike/dissimilar	1
eng	dig into	=	00501990-r	BAD	Verb phrase mapped as adverb synonym; wrong POS	1
eng	director-general	=	09916348-n	GOOD	Top executive title fits CEO-type sense	3
eng	do	=	00721098-v	BAD	Do not know mistagged onto confident/trust sense	1
eng	do	=	02604760-v	BAD	"Auxiliary ""did"" not synonymous with ""be"""	1
eng	do	~	00037641-r	GOOD	"Emphatic ""do"" parallels intensifier ""indeed"""	1
eng	do_it	=	00484166-v	BAD	"Compositional ""do it"" not lexicalized ""finish"""	2
eng	do_it	=	02542280-v	BAD	"Compositional pronoun phrase, not ""comply"""	2
eng	do_it	~	00521329-a	BAD	"Compositional ""did it"" not lexicalized ""accomplished"""	1
eng	dog	=	10749123-n	BAD	"Bare ""dog"" not idiom ""old dog"""	1
eng	double-	=	00102786-a	BAD	"Clemma truncated; should be ""double-edged"""	1
eng	doubt	=	00150134-r	GOOD	"Matches idiom ""no doubt"" = admittedly"	1
eng	down	=	01970826-v	BAD	Comment says hyponym but op marked as synonym	1
eng	downscaling	=	00586682-v	GOOD	Direct synonym of downsize	1
eng	drift off	=	00780575-v	UNSURE	Example doesn't clearly show digress sense	1
eng	drive away	=	01847864-a	BAD	Verb phrase mapped to adjective; POS mismatch	1
eng	drive away	=	01930874-v	GOOD	Fits drive sense of operating vehicle to leave	1
eng	driving	=	01930117-v	GOOD	Matches drive/motor travel sense	1
eng	driving force	=	09623038-n	GOOD	Idiom fits leader sense well	1
eng	drop	~	00223928-v	UNSURE	"Clemma ""drop"" vs actual phrase ""drop off"""	1
eng	dry	~	01196802-v	GOOD	Drink dry relates to finish/polish off sense	2
eng	earth	=	01317533-v	BAD	"Bare ""earth"" not idiom ""run to earth"""	1
eng	eg	=	05820620-n	BAD	"Context is proper noun, not abbreviation ""e.g."""	1
eng	ego-boosting	<	07508705-n	GOOD	Lexicalized compound related to self-esteem	1
eng	egoboo	~	14438125-n	GOOD	Jargon term fits reputation sense	1
eng	employé	=	10053808-n	GOOD	French variant spelling of employee	1
eng	end	=	15169873-n	BAD	"Bare ""end"" not ""week's end""; needs multiword"	1
eng	engagement	=	06746005-n	GOOD	Fits response/reply sense in argument context	1
eng	english sticky toffee pudding	~	00176139-r	BAD	"Dessert name mapped to adverb ""creatively"""	1
eng	enough	=	01124192-a	BAD	"Bare ""enough"" not idiom ""good enough"""	1
eng	ensue	=	00340704-v	GOOD	Matches come-about-as-consequence/result sense	1
eng	escape from	=	00624553-n	BAD	Verb phrase vs noun synset; literal escaping not strain	1
eng	establish	=	01635146-a	BAD	"Verb ""establish"" not adjective ""established"""	1
eng	esteem	=	01982957-a	BAD	"Noun/verb ""esteem"" not adjective ""esteemed"""	1
eng	etc	=	00103664-r	GOOD	Direct match with etcetera list	1
eng	ever	=	00028424-r	BAD	"Bare ""ever"" not idiom ""how ever"""	1
eng	every	=	77000099-n	BAD	"Bare ""every"" not ""everyone/every one"""	1
eng	every quarter	<	15234942-n	BAD	Compositional frequency phrase, not hyponym of quarter	1
eng	expansion	=	01955508-v	BAD	"Noun vs verb mismatch; technical ""alias expansion"" sense"	1
eng	expectations	=	05944958-n	GOOD	Plural matches expectation/prospect/outlook	1
eng	eye	=	05945642-n	GOOD	Recognized idiom sense: viewpoint/opinion	1
eng	ez-link	<	13377003-n	GOOD	EZ-Link is real hyponym of smart card	2
eng	ez-link	=	13764213-n	BAD	"Card name confused with ""top-up"" amount sense"	1
eng	fact	=	00148869-r	BAD	"Bare noun ""fact"" not adverbial ""in fact"""	1
eng	factional	=	08256968-n	BAD	"Adjective ""factional"" not noun ""party"""	1
eng	fall	=	01904120-v	BAD	"Comment says multiword ""fall back"", not bare ""fall"""	1
eng	farm	=	00453731-n	BAD	"Noun ""farm""(place) not ""farming""(occupation)"	1
eng	farm	=	00916464-n	BAD	"Noun ""farm""(place) not ""farming""(practice)"	3
eng	fate	~	02110082-v	GOOD	Met his fate fits meet/suffer sense	1
eng	feed	=	01806677-a	BAD	"Base ""feed"" not phrasal adjective ""fed up"""	1
eng	feel_like	~	05945642-n	GOOD	Feel like relates to having an opinion	1
eng	fellow-countrywoman	=	09935990-n	BAD	Means same-country not same-profession sense	1
eng	fellow-countrywoman	=	09971047-n	GOOD	Matches countrywoman definition exactly	1
eng	fetchmail	<	06568978-n	GOOD	Named program, real hyponym of computer program	27
eng	fetchpop	<	06568978-n	GOOD	Named program, real hyponym of computer program	2
eng	fetchpop	~	04175147-n	BAD	Fetchpop is a client tool, not a host/server	2
eng	few	=	01553340-a	GOOD	"Few token within ""a few minutes"" fits sense"	1
eng	fieldwork	=	00453731-n	GOOD	Agricultural fieldwork fits farming occupation context	1
eng	file-sharing	~	01083077-n	GOOD	File-sharing relates to distribution of files	1
eng	file-sharing	~	02248808-v	GOOD	File-sharing relates to accessing shared files	1
eng	fire	=	00123234-n	GOOD	"Standard sense of ""fire"" as gun discharge"	1
eng	fish	=	00454121-n	BAD	"Bare ""fish"" not occupation sense ""fishing"""	4
eng	floor	=	03463381-n	BAD	"Generic ""floor"" not specifically ""ground floor"""	1
eng	flown	=	02015598-v	GOOD	Bird flown idiom fits leave/exit sense	1
eng	flurried	=	02084252-v	GOOD	Inflected form of flurry, matches directly	1
eng	fluxing	=	14033917-n	GOOD	Gerund of flux fits state-of-uncertainty sense	1
eng	follow-the-herd	~	09964411-n	GOOD	Lexicalized compound fits copycat/imitator sense	1
eng	form	=	01633343-v	GOOD	Formed a theory fits conceive sense	1
eng	format	=	05726596-n	GOOD	Matches organization/arrangement sense	1
eng	formula	=	90000202-n	BAD	Formula mismatched with specific event name synset	1
eng	found	=	00240184-n	BAD	"Verb ""found"" not noun ""founding/foundation"""	1
eng	four-fifths	~	13737830-n	BAD	Four-fifths is not one-fifth; wrong fraction	1
eng	free-access	<	01710260-a	GOOD	Compound adjective fits free/costless hyponym	1
eng	free-access	=	02007417-v	BAD	Adjective compound mapped to verb; wrong POS/sense	1
eng	fro	~	00075161-r	GOOD	"Fro in ""to and fro"" fits backward sense"	1
eng	from	=	02679227-v	BAD	"Preposition ""from"" mapped to verb ""begin"""	2
eng	from	=	08399586-n	BAD	"Preposition ""from"" mapped to noun ""range"""	1
eng	fry	=	00326049-v	GOOD	Matches pan-fry sense directly	1
eng	fry	~	01182293-v	BAD	No pander/indulge sense evident in context	1
eng	fund	=	13365698-n	GOOD	Fund matches financial support/backing sense	1
eng	fundraising	~	02217990-v	GOOD	Gerund of fund-raise, direct match	1
eng	gain ground	=	00156601-v	GOOD	Idiom fits increase sense	1
eng	gains	=	00157462-v	GOOD	Matches gain/gather increase sense	1
eng	gateway	=	04114844-n	GOOD	Networking gateway fits router-like device sense	1
eng	generation	=	00031264-n	GOOD	Fourth generation fits group/grouping sense	1
eng	get	=	02015598-v	BAD	Get more corrections means obtain, not depart	1
eng	get	=	02107248-v	GOOD	Got criticism/mail fits receive sense	1
eng	get	=	02526085-v	GOOD	Got payoff fits achieve/attain sense	1
eng	get it	=	02238085-v	GOOD	Matches obtain/come into possession sense	1
eng	give	=	01103021-a	GOOD	Given (comment confirms) fits specific/particular sense	2
eng	give_my_talk	=	00830761-v	GOOD	Matches deliver a lecture sense	1
eng	glass in	=	03333129-n	BAD	"Comment confirms ""glass"" and ""in"" are separate words"	1
eng	glitch	=	05691144-n	GOOD	Standard synonym for unforeseen obstacle	1
eng	go	=	80000643-v	GOOD	"Custom synset matches ""went into"" explain sense"	1
eng	go	~	00427397-v	BAD	"Bare ""go"" too generic for cease-to-exist idiom"	1
eng	go back	=	00328015-n	BAD	Verb phrase mapped to noun synset; wrong POS	1
eng	go back	=	00959524-v	GOOD	Matches go-back-to-earlier-state verb sense	1
eng	go off	=	02009433-v	GOOD	Matches leave/go away sense	1
eng	go to	=	02014165-v	GOOD	Gone to town fits depart-for-someplace sense	1
eng	go_on	~	00965871-v	BAD	"Clemma missing ""record""; bare go_on isn't declare"	1
eng	go_out	~	00427397-v	GOOD	Go out independently matches cease-to-exist/extinguish	1
eng	go_to	=	00251064-v	BAD	"No clear evidence ""go to"" means evolve"	1
eng	goal	=	05981230-n	GOOD	Direct synonym of aim/objective/target	1
eng	god	<	09536058-n	BAD	Comment flags exclamative use, not literal deity	1
eng	good and	=	00047534-r	BAD	"Clemma doesn't match example text ""Besides"""	1
eng	good time	=	00059607-r	BAD	Comment flags lemmatization error	1
eng	good time	=	01123148-a	BAD	Comment flags lemmatization error	1
eng	good time	=	15245515-n	BAD	Comment flags lemmatization error	1
eng	goods	=	03076708-n	GOOD	Direct match to commodity/trade good sense	1
eng	goods	=	03748886-n	GOOD	Fits merchandise/product sense of goods	2
eng	goosepimple	=	00866606-n	GOOD	Spelling variant of goose pimple/bump	1
eng	gpss	=	90000202-n	GOOD	Acronym exactly matches named event	1
eng	grader	<	08238463-n	BAD	Grader is a person, not a class/group	1
eng	graphic	~	02736983-a	BAD	Appears to be image caption, not real usage	2
eng	great	=	07125958-n	BAD	"Bare ""great"" incomplete; actual idiom ""Great Scott"""	1
eng	great	=	76000000-x	BAD	"Clemma incomplete; actual phrase ""Great heavens"""	1
eng	great	=	80000655-x	BAD	"Clemma incomplete; actual phrase ""Great Scott"""	1
eng	greet	=	06630017-n	BAD	"Verb ""greet"" not noun ""greeting"""	1
eng	ground	=	01116585-v	BAD	"Clemma incomplete; idiom is ""hold ground"""	1
eng	ground	=	03463381-n	BAD	Ground not present in example text; mismatch	1
eng	ground	=	04610879-n	GOOD	Temple grounds fits yard/curtilage sense	1
eng	ground	~	00159889-r	BAD	"Comment flags clemma should be ""ground_up"""	1
eng	grovel	~	01315613-v	GOOD	Grovelling around for fits search/seek sense	1
eng	grubby—inelegant	=	00420650-a	BAD	Literal dirt sense wrong for software design context	1
eng	grubby—inelegant	~	00851103-a	GOOD	Matches inelegant/unrefined design sense	1
eng	guidelines	=	05901508-n	GOOD	School guidelines fit policy/plan-of-action sense	2
eng	gwpop	<	06568978-n	GOOD	Named program, real hyponym of computer program	1
eng	gymnastic	=	00433802-n	GOOD	Matches gymnastics sport sense (likely truncated -s)	1
eng	h	=	15227846-n	GOOD	Standard abbreviation for hour	1
eng	hack	<	06898352-n	BAD	Hack is a program/solution, not a language	2
eng	hackerdom	~	10155222-n	BAD	Collective term mapped to individual-person synset	1
eng	had	=	00632236-v	BAD	"Conditional auxiliary ""had"", not ""presume/assume"""	1
eng	hand	=	01215421-v	BAD	Comment shows meaning is assault, not chase-capture	1
eng	hand	=	02238085-v	GOOD	Lay hands on idiom fits obtain sense	1
eng	handclaps	=	06691989-n	GOOD	Direct match to applause/clapping	1
eng	hang up	=	01783394-v	GOOD	Hung up on fits preoccupied sense	1
eng	harts-tongue	=	11545714-n	BAD	Specific fern species, should be hyponym not synonym	1
eng	have	=	00010435-v	BAD	"Auxiliary ""have tended"" not main verb ""behave"""	1
eng	have	=	00118965-r	BAD	"Verb ""have"" mapped to adverb ""formerly""; wrong POS"	2
eng	have	=	00138611-r	GOOD	Must have idiom fits probability sense	1
eng	have	=	01188725-v	GOOD	"Have to/""having"" fits need/require sense"	4
eng	have	=	01189113-v	GOOD	Have to fits feel-need-for sense	1
eng	have	=	05805012-n	BAD	Have no idea means opposite of knowing	1
eng	have	=	09363970-n	BAD	"Modal ""had to"" mismatched with noun ""a must"""	1
eng	have	=	77000015-n	BAD	"Auxiliary verb ""Have"" not personal pronoun"	1
eng	have to	=	00121046-v	BAD	Obligation modal, not undergo/experience sense	1
eng	have to	=	00417787-r	BAD	Obligation phrase mapped to spatial adverb	1
eng	have to	=	00901547-a	GOOD	Have to matches necessity/must concept	2
eng	head	=	03504723-n	GOOD	Clipped form of headquarters fits context	1
eng	hearer	=	09626589-n	GOOD	Fits general sense-perceiver definition	1
eng	heaven	=	76000000-x	GOOD	good heavens = surprise interjection	2
eng	heel	=	02075049-v	GOOD	took to heels = fled	1
eng	heng carrot cake	=	00617422-a	BAD	stall name tagged to adjective fried	1
eng	high	=	02488118-a	BAD	bare high isn't upmarket; needs high end	1
eng	high end	=	02024928-a	GOOD	high end = luxurious, matches	1
eng	high gear	=	05058140-n	GOOD	high gear idiom = rapid pace/speed	1
eng	high spirits	=	00705498-a	GOOD	in high spirits, matches directly	1
eng	high-aged	=	01643620-a	GOOD	high-aged = old, matches	1
eng	hilltribe	<	08372411-n	GOOD	hilltribe is specific type of tribe	2
eng	hilltribes	<	08372411-n	GOOD	same as above, hyponym of tribe	2
eng	hook	=	02622234-v	GOOD	hooks = connects/links reports	1
eng	hook_directly_to	=	02622234-v	GOOD	hooks directly to = connects	1
eng	horsey	=	10185682-n	GOOD	horsey men = horse fanciers	1
eng	house	=	08277805-n	GOOD	go house/school matches academy sense	3
eng	how	=	00028424-r	BAD	generic how not concessive however sense	1
eng	ice kacang	=	04081281-n	BAD	dessert tagged to restaurant synset	1
eng	idea	<	05833840-n	BAD	redundant hyponym, target already means idea	1
eng	idea	=	05835747-n	GOOD	original ideas = concepts, fits	1
eng	ill-feeling	=	07548978-n	GOOD	direct synonym of bitterness/resentment	1
eng	imitated	=	01694263-v	GOOD	direct match of imitate	1
eng	immemorial	=	15252524-n	BAD	adjective tagged to noun phrase, needs full MWE	1
eng	in	=	00027258-r	BAD	bare in isn't anyhow, needs full MWE	1
eng	in	=	00104099-r	BAD	locative in not idiomatic at heart	1
eng	in	=	00110533-r	GOOD	in the office = inside a building	2
eng	in	=	00110815-r	UNSURE	mixed evidence for on the inside sense	4
eng	in	=	01693799-a	BAD	in this world not adjective inside	1
eng	in	=	01771535-v	BAD	function word in not verb feel/experience	1
eng	in	=	01846413-a	BAD	prepositional in not predicate adjective present	1
eng	in	=	02017299-v	BAD	unrelated to entering a harbor	1
eng	in	=	02204692-v	BAD	preposition in not verb possess	1
eng	in	=	02632167-v	BAD	preposition doesn't itself mean possess	1
eng	in	=	08588294-n	BAD	preposition in tagged to noun synset	5
eng	in	=	13943400-n	GOOD	in that case matches event/case sense	1
eng	in	=	80000001-n	BAD	meaning is at once, not within	2
eng	in this	=	15119536-n	BAD	prepositional phrase tagged as noun present	1
eng	in time	=	00021212-r	GOOD	from time to time, per comment reasoning	1
eng	in use	~	01640482-a	BAD	example shows unrelated used-to sense	1
eng	in-depth	=	01863970-a	BAD	in-depth means detailed, not broad/comprehensive	1
eng	in_order	=	00043003-r	BAD	in order to is purposive, not causal hence	1
eng	in_place	=	05199869-n	BAD	in place = established, not efficacy	2
eng	in_the_way	=	00148540-r	GOOD	matches in a way manner sense	1
eng	indiscretion	=	01549964-a	BAD	indiscretion is noun, not adjective	1
